source_id,source_keyword,scraped_at,job_title,company,location,job_url,salary_text,salary_min,salary_max,salary_avg,salary_range_id,salary_range_label,salary_available,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group
41,admin staff fresh graduate,2026-05-25 21:09:16,Procurement Associate,ISMAYA GROUP,Jakarta Selatan,https://id.jobstreet.com/id/job/92060218?type=standard&ref=search-standalone&origin=cardTitle#sol=493b69b58a987220334a260787f863706301e390,,,,,,unknown,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,software,jabodetabek
42,admin staff fresh graduate,2026-05-25 21:09:21,HC Recruitment & administration Officer,PT Tatalogam Lestari,Jakarta Barat,https://id.jobstreet.com/id/job/92207438?type=standard&ref=search-standalone&origin=cardTitle#sol=6bca9dfa66308ed28d2b56ba15f6682b9d19f785,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,administration,jabodetabek
43,admin staff fresh graduate,2026-05-25 21:09:26,Finance Admin Staff,PT Total Movements International,Jakarta Selatan,https://id.jobstreet.com/id/job/91948498?type=standard&ref=search-standalone&origin=cardTitle#sol=6c0efaa4d4393ad368953a67b17fc25f834479fd,Rp 5.130.000 – Rp 6.500.000 per month,5130000.0,6500000.0,5815000.0,3.0,4 sampai < 6 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,finance,jabodetabek
44,admin staff fresh graduate,2026-05-25 21:09:30,Staf Inkaso,PT. ASURANSI JIWA SYARIAH JASA MITRA ABADI,Jakarta Selatan,https://id.jobstreet.com/id/job/91916925?type=standard&ref=search-standalone&origin=cardTitle#sol=35b61cb84124a3b062ef6517568a7b189eb073be,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,finance,jabodetabek
45,admin staff fresh graduate,2026-05-25 21:09:35,Logistic Admin,PT Petrolindo Energi Perkasa,Kota Jambi,https://id.jobstreet.com/id/job/92009278?type=standard&ref=search-standalone&origin=cardTitle#sol=a02a89fc1362b63ed349de011d2262be0e615e63,,,,,,unknown,0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,administration,lainnya
46,admin staff fresh graduate,2026-05-25 21:09:39,Administration Internship,SOECHI GROUP,Jakarta Pusat,https://id.jobstreet.com/id/job/91756051?type=standard&ref=search-standalone&origin=cardTitle#sol=13b3b5ff3a89a33c1242dd6c2bd968ba7c4f2af9,,,,,,unknown,0,1,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,finance,jabodetabek
47,admin staff fresh graduate,2026-05-25 21:09:45,Staff Profunds,PT Phillip Sekuritas Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92235434?type=standard&ref=search-standalone&origin=cardTitle#sol=14a6ea7879cddda8d3298ce79165125bc786c484,,,,,,unknown,0,0,1,1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,finance,jabodetabek
48,admin staff fresh graduate,2026-05-25 21:09:50,MAP Active Intern,PT MAP AKTIF ADIPERKASA,Jakarta Raya,https://id.jobstreet.com/id/job/92162697?type=standard&ref=search-standalone&origin=cardTitle#sol=66666122665631fcc5249acc634b94d4cc9db8b8,,,,,,unknown,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,business,jabodetabek
49,admin staff fresh graduate,2026-05-25 21:09:54,Purchasing Staff,PT Indolakto - Indofood CBP (INDOMILK),Cicurug,https://id.jobstreet.com/id/job/91813617?type=standard&ref=search-standalone&origin=cardTitle#sol=223c9e95f0a34ae42167a73192ec812b3c91fe01,Rp 4.000.000 – Rp 6.000.000 per month,4000000.0,6000000.0,5000000.0,3.0,4 sampai < 6 juta,1,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,other,lainnya
50,admin staff fresh graduate,2026-05-25 21:09:59,Management Trainee Koordinator Administrasi (Recruitment Jawa Tengah),Arista Group,Surakarta,https://id.jobstreet.com/id/job/91883912?type=standard&ref=search-standalone&origin=cardTitle#sol=daf1608bc3790aa5c7e30d338c33178b1e01ff1d,,,,,,unknown,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,business,lainnya
51,admin staff fresh graduate,2026-05-25 21:10:04,Data Analyst Staff,PT Asuransi Umum Bumiputera Muda 1967,Jakarta Raya,https://id.jobstreet.com/id/job/91806673?type=standard&ref=search-standalone&origin=cardTitle#sol=de7866a1f481e22a4683716361d6dbf4efd60dff,,,,,,unknown,0,0,1,0,1,0.0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,data,jabodetabek
52,admin staff fresh graduate,2026-05-25 21:10:08,Admin Curated Cart (online shop),CV Adikara Hardana Kencana,Benda,https://id.jobstreet.com/id/job/92253467?type=standard&ref=search-standalone&origin=cardTitle#sol=90ae12ceaf7a54e2de2dd16ee9e5cb4aad16ae74,,,,,,unknown,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,administration,lainnya
53,admin staff fresh graduate,2026-05-25 21:10:13,purchase and administrative staff,"Kidoh Construction Co., Ltd",Jakarta Barat,https://id.jobstreet.com/id/job/92111665?type=standard&ref=search-standalone&origin=cardTitle#sol=e913086ea5e2547eb2dfb3424a0015fe53e44e4f,Rp 6.000.000 – Rp 8.000.000 per month,6000000.0,8000000.0,7000000.0,4.0,6 sampai < 8 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,administration,jabodetabek
54,admin staff fresh graduate,2026-05-25 21:10:17,Administrasi Teknik,PT. Graha Bahagia Utama,Malang,https://id.jobstreet.com/id/job/91938892?type=standard&ref=search-standalone&origin=cardTitle#sol=1983c80512d52b61d5f28e872f664636ffe1e63f,,,,,,unknown,0,0,1,0,1,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,administration,jawa timur
